Tag,AvgAbsDisplacementHorizontal,AvgAbsDisplacementY,AvgRPM,AvgSteerBias,AvgAbsSteer,AvgSpeedForward,AvgAbsSpeedForward,AvgSpeedSidewardBias,AvgAbsSpeedSideward,AvgSpeedSidewardOppSteer,PercentPitchLowerThird,PercentPitchMiddleThird,PercentPitchUpperThird,PercentRollLowerThird,PercentRollMiddleThird,PercentRollUpperThird,PercentTurbo
Normal,9.666931414460178,2.5491895052342635,10368.319242098432,0.019147984756320617,0.27321964599410564,449.06690975897476,449.06977264578256,2.13313358070796,3.7248394000025447,0.2964169381107492,0.7003257328990228,0.2182410423452769,0.08143322475570032,0.8110749185667753,0.18892508143322476,0,0.16612377850162866
Normal,6.137551821808588,0.09728261473265337,8322.951897357478,0.29012514916501303,0.7451487071138327,246.66897721500052,246.6712482905819,0.2740722971677164,1.9389176873889697,0.4780361757105943,1,0,0,1,0,0,0.07235142118863049
Normal,10.25674272985575,1.305981047610019,10371.717052798474,0.040608666923515585,0.5005375214755305,447.5356269858519,447.53732371606424,0.12708002628046575,1.723556813125905,0.5135135135135135,0.862934362934363,0.10424710424710425,0.032818532818532815,0.9247104247104247,0.07528957528957529,0,0.04826254826254826
Normal,6.926205604868082,0.44351018652858504,8600.48616379958,0.1755278974484939,0.5544871846930339,253.26726311445236,262.8714687228203,0.797284199641301,5.152191308828501,0.4375,0.9855769230769231,0.014423076923076924,0,1,0,0,0.014423076923076924
Normal,5.0872686505008815,0.4576986878361534,8356.068723597324,0.01703277790456786,0.49322325409504403,210.51146374370222,213.0846170172058,0.6784724567767074,2.2237978674714127,0.08771929824561403,1,0,0,1,0,0,0.05513784461152882
Normal,5.090644011851099,0.5728299205464528,8382.13437866211,0.10380392163991928,0.6961960783600807,209.43873921394348,209.44093647956848,1.1111611938476562,3.3383663940429686,0.55,1,0,0,1,0,0,0.0375
Normal,4.537390581573619,1.6231034726512676,8959.797244910038,0.11919191931233261,0.48686868674827344,166.21345336991126,166.22233121082036,10.974629720052084,12.785059456873421,-0.09090909090909091,1,0,0,0.8181818181818182,0.18181818181818182,0,0.12121212121212122
Normal,9.529413917195894,1.5772027553768333,10168.514267421697,0.13944451909861794,0.45523399278282844,424.96041410520365,424.9624253323204,1.598356268771453,2.2177907564001718,0.41876430205949655,0.8535469107551488,0.10297482837528604,0.043478260869565216,0.9130434782608695,0.08695652173913043,0,0.034324942791762014
Normal,7.254116779993224,0.5799600917662205,8319.850601981418,0.09205596945696495,0.752546390564383,295.4222064988992,295.42417273212067,0.6855639429967142,5.174306984715813,0.5212527964205816,1,0,0,1,0,0,0.013422818791946308
Normal,7.172618742941179,0.6160001562099264,8977.624028972174,0.011922753878144232,0.530814441535575,300.27973673746027,300.2819506071076,0.013414051430651764,5.700990614422623,0.5365239294710328,0.9949622166246851,0.005037783375314861,0,1,0,0,0
Normal,5.317849862454245,0.5031866542628554,8546.359787485959,0.15278738931892744,0.37500961154114965,224.37981506422454,224.3826873068716,0.1782204621757557,0.8650742075801675,0.47058823529411764,1,0,0,1,0,0,0.026143790849673203
Normal,5.14178296742468,0.3647931426110929,8465.858411961324,0.038358188231554395,0.5559023719487315,211.93762542624515,215.7644798651381,0.49860971523095843,3.9958141983076714,0.34402332361516036,0.9606413994169096,0.014577259475218658,0.02478134110787172,1,0,0,0.037900874635568516
Normal,7.6606963773853405,0.5901350045867855,8493.826992458768,0.05599128270251119,0.6441930643258951,316.53349306236987,316.53537106717755,1.0070328671708066,5.74364999624399,0.5769230769230769,1,0,0,1,0,0,0.019230769230769232
Normal,7.869373664799633,1.609554839715725,9557.840410441378,0.1755355277490732,0.2605505543613666,363.5395611162023,363.54169957423153,0.4498589508724909,0.7300881341716089,0.15815085158150852,0.8613138686131386,0.09002433090024331,0.04866180048661801,0.948905109489051,0.051094890510948905,0,0.0364963503649635
Normal,8.547789861666308,1.6324698741619403,9633.119388863908,0.08686698698025527,0.2812150366586461,362.5075911789489,363.0848428785658,0.3641316439036271,4.802565467157524,0.34292565947242204,0.7362110311750599,0.1750599520383693,0.08872901678657075,0.8609112709832134,0.13908872901678657,0,0.05515587529976019
Normal,6.158830563628266,0.39434905655082614,8680.66086515374,0.10622414112637896,0.6001978772222449,252.80256220178867,252.8045780418116,0.16091932944201548,5.476868375725703,0.40825688073394495,1,0,0,1,0,0,0.03669724770642202
Normal,9.921228745566408,1.1665888923083165,9871.872190257798,0.2064474553619178,0.6158683223927275,421.02005926829474,421.0217592803837,4.898970878792916,8.101829071340063,0.6015473887814313,1,0,0,1,0,0,0.16054158607350097
Normal,8.220558027927753,1.1751105957792287,9054.4759081181,0.007511462441724332,0.380548239050813,346.40873799395206,346.41092432790725,0.6735990154209421,1.434495157270289,0.31840796019900497,0.8980099502487562,0.06716417910447761,0.03482587064676617,0.9527363184079602,0.0472636815920398,0,0.012437810945273632
Normal,3.7130279736993925,1.1815504676655748,7978.150678155546,0.1527553284055249,0.30413530943518,161.78502382034375,161.86989450680701,0.9373798099174319,1.7746725217990966,0.3127962085308057,0.6824644549763034,0.21800947867298578,0.0995260663507109,0.9241706161137441,0.07582938388625593,0,0
Normal,4.621847285546138,0.5795101986991035,8921.451110980803,0.09582937231790661,0.3801929097252685,188.58842637852763,188.59045618510962,5.351900660138207,8.734680739616412,0.13625866050808313,0.9468822170900693,0.023094688221709007,0.03002309468822171,1,0,0,0.03233256351039261
Normal,4.980479819997622,0.5174292882283529,8125.084780872675,0.027597886280512338,0.6092387422314544,199.30750287559104,199.31573404754735,0.4337461791103018,2.739554541168054,0.3590010405827263,0.9989594172736732,0.001040582726326743,0,0.9885535900104059,0.011446409989594173,0,0
Normal,6.262022208068333,0.44792317284478084,8571.359955256665,0.44746075723309925,0.671652816174103,254.62742689243643,254.62986153578825,4.081091714367642,5.578926572509089,0.4404432132963989,0.9833795013850416,0.002770083102493075,0.013850415512465374,1,0,0,0.024930747922437674
Normal,5.95833925727532,0.49323539248710596,8130.208860754588,0.0193215064586155,0.6663927792556702,244.6415536396087,244.64294872889442,0.0821564205109127,4.808770461309524,0.580952380952381,1,0,0,1,0,0,0.014285714285714285
Normal,11.720002393230049,1.427007271693303,10581.888310563918,0.051048833870346845,0.5462478214117453,516.2837969295641,516.2853307973652,0.9908773212532722,3.8006099680955496,0.3333333333333333,0.9040139616055847,0.06108202443280977,0.034904013961605584,0.9493891797556719,0.0506108202443281,0,0.059336823734729496
Normal,9.850675438851221,1.0817078123119976,9797.95847935268,0.2548123250688825,0.40804481778826035,367.51696912493026,384.83827715192524,1.7479835728236608,8.103150634765624,0.35428571428571426,0.9085714285714286,0.06857142857142857,0.022857142857142857,0.9485714285714286,0.05142857142857143,0,0.025714285714285714
Normal,6.283675423903898,0.6808587736664456,8545.174268495564,0.09951287396018839,0.6464857340854493,263.0570983687622,263.0589332461108,0.9559667662937108,4.102761541378523,0.5156576200417536,1,0,0,1,0,0,0.04592901878914405
Normal,4.589721558104644,0.688272407331404,7774.252142027476,0.14177583685087844,0.4823871905626688,204.71776736979922,204.7196863790787,1.314808141716703,1.7228673410207425,0.6069868995633187,0.9410480349344978,0.024017467248908297,0.034934497816593885,1,0,0,0.05458515283842795
Normal,5.738152482765867,1.0384136175576109,8582.465084780553,0.026301975083199276,0.3794429966598559,249.99824005782983,250.0010391223203,3.848676547882663,5.064732059551652,0.29936305732484075,0.821656050955414,0.1464968152866242,0.03184713375796178,0.9681528662420382,0.03184713375796178,0,0.054140127388535034
Normal,6.66923692961319,0.6725867424888172,8464.377536544143,0.13037811411827546,0.6670824227838599,276.13207506655283,276.13459342257,1.997005954512894,5.267943286622493,0.5530085959885387,1,0,0,1,0,0,0.04011461318051576
Normal,6.280469159977431,0.28867510514866584,8586.994551595051,0.06928104795515537,0.7397712440540393,250.07428215742112,250.07611321210862,1.2174135843912761,5.140570831298828,0.4125,1,0,0,1,0,0,0.04583333333333333
Normal,10.461722155578864,1.9628738167243762,10513.370311063878,0.03440214991569519,0.4044905836675681,491.75176967920044,491.75349302478867,0.011728084788602941,2.747457347196691,0.3137254901960784,0.8372549019607843,0.12352941176470589,0.0392156862745098,0.9156862745098039,0.08431372549019608,0,0.10980392156862745
Normal,6.329325730903764,0.638415328855437,8436.3529352339,0.18350236640740603,0.7595672751295155,254.20659059830177,254.20837336959994,1.9876661939021298,5.128669537588743,0.5821501014198783,1,0,0,1,0,0,0.0486815415821501
Normal,3.696988635974884,0.7597166418739189,8243.038451555864,0.012126404104880917,0.3810774793902647,157.37877748081985,157.38091074841694,0.8827250952859527,1.446491426634557,-0.14563106796116504,1,0,0,1,0,0,0
Normal,8.598278096758149,2.1471981815263335,9774.964932094284,0.0749125178985316,0.33993001599183587,385.0973707492894,385.09951966432607,0.0953255725664731,2.370963919716534,0.30073349633251834,0.7628361858190709,0.1491442542787286,0.08801955990220049,0.8997555012224939,0.10024449877750612,0,0.04156479217603912
Normal,4.42777369362494,0.46792329982500336,8699.33127980929,0.08548794861850903,0.39207820649816516,186.4474638990823,186.4487230770909,4.2453330840627235,6.554296892488583,0.3495702005730659,1,0,0,1,0,0,0.011461318051575931
Normal,8.16093378723232,0.6139223396778106,9191.732551931222,0.09439863185644892,0.4476574429099062,322.28286037861,322.4717868852467,6.707080876715829,7.4090882298359615,0.2897196261682243,0.9688473520249221,0.03115264797507788,0,1,0,0,0
Normal,7.312351013476809,0.5484381850523627,8419.721650300202,0.3741466996294481,0.5953703735161711,289.4305907178808,289.47280670095375,3.1727451748318143,4.523520151774089,0.5,0.9375,0.004629629629629629,0.05787037037037037,1,0,0,0.020833333333333332
Normal,5.7404835166563455,0.46874592885249805,8307.880986819477,0.30940929823701485,0.6867677888030526,230.51605304981928,230.8014267135716,1.8679020079926625,4.143126801624738,0.5136268343815513,0.9643605870020965,0.014675052410901468,0.020964360587002098,0.989517819706499,0.010482180293501049,0,0.031446540880503145
Normal,6.3047033976460645,0.27018541846770405,8594.995335582387,0.18494118159467524,0.6998360110412944,249.195716306513,249.19731431787665,1.7733192027698863,4.625643865411932,0.5418181818181819,1,0,0,1,0,0,0
Normal,12.2848375746317,2.368052023428458,10607.007953369643,0.21061319100538564,0.3955952891089343,530.1616958250011,530.1635005606273,4.010177956959061,4.8716985870925305,0.5975359342915811,0.839835728952772,0.0944558521560575,0.06570841889117043,0.9281314168377823,0.07186858316221766,0,0.09240246406570841
Normal,9.15955997073636,1.8495638960658913,10079.880764453768,0.04550182289110966,0.4700003247677396,388.92520526527767,395.0437963853362,3.100398608840867,4.240472583048033,0.3904448105436573,0.7627677100494233,0.16803953871499178,0.06919275123558484,0.957166392092257,0.042833607907743,0,0.1301482701812191
Normal,5.1567421648399545,0.3307353387528699,8850.074833039314,0.09207553976142462,0.43769765957709283,217.74059304004442,217.7426181696527,1.3244415142569124,6.231868902109735,0.2626728110599078,1,0,0,1,0,0,0
Normal,7.401045997738924,0.49303071702007756,8961.253841801245,0.25090143451221303,0.5186735095593753,292.3009184638926,302.70318760967893,4.586408440165338,7.53566733409361,0.27069351230425054,1,0,0,1,0,0,0.026845637583892617
Normal,8.046286135284312,2.307912026328602,9177.773153397962,0.08033035580271636,0.2978931398992894,373.90398398784646,374.19170616281065,3.336828193555247,6.679557909596616,0.10601719197707736,0.7220630372492837,0.2177650429799427,0.06017191977077364,0.8595988538681948,0.14040114613180515,0,0.11174785100286533
Normal,4.180541280404075,0.5152101921312737,8236.286268995655,0.040955091796575055,0.648561037235683,169.1046756236784,169.10644761208565,0.5715979299237651,2.2973403930664062,0.35080645161290325,1,0,0,0.9939516129032258,0.006048387096774193,0,0.03225806451612903
Normal,5.852286104277604,0.5405059659309934,8915.847209921316,0.02859282123729551,0.40568112672655565,262.0605909898344,262.062688618116,2.781404554417139,3.8735679316919005,0.513126491646778,0.9379474940334129,0.011933174224343675,0.050119331742243436,0.9856801909307876,0.014319809069212411,0,0.021479713603818614
Normal,6.772299271856211,0.8216122267902761,8868.576092551331,0.18049126798925846,0.6429532198269015,252.20988686764713,252.21305981439804,7.0621769763932765,11.045934133150947,0.4296028880866426,0.9566787003610109,0.018050541516245487,0.02527075812274368,1,0,0,0
Normal,6.518790304663904,0.8712374944628382,8727.919799431384,0.060430532930823275,0.4090543861418324,258.69637882454316,258.6990666112404,0.21273831708715596,3.8836770713876145,0.42507645259938837,0.9480122324159022,0.03058103975535168,0.021406727828746176,1,0,0,0.10397553516819572
Normal,4.36085573892096,0.5084781532000778,8563.541838224945,0.011034564123497353,0.37034681725788404,187.63608081920728,188.45478924473485,1.2750234059743337,5.063291532499296,0.37237237237237236,0.9984984984984985,0.0015015015015015015,0,1,0,0,0.02252252252252252
Normal,5.682020461693179,0.31633067652435,8052.204025510758,0.22849362426333958,0.621693125792912,234.08190563746862,234.08364949907576,1.0025535462394592,4.219117906358507,0.5634920634920635,1,0,0,1,0,0,0.041666666666666664
Normal,6.0183304509126065,2.1768090076613844,9654.56558781797,0.009293345184242699,0.3068863429960589,278.12314451705964,292.61882663033987,1.817490191637035,2.7741661823030634,0.05032822757111598,0.6717724288840262,0.17067833698030635,0.1575492341356674,1,0,0,0.17067833698030635
Normal,5.079979542090891,0.053655347516459805,8508.740878363715,0.03898039201895396,0.4123137253522873,212.61024921205308,212.61122577455308,1.7427507866753473,4.760474853515625,0.34444444444444444,1,0,0,1,0,0,0
Normal,6.175340920039786,0.6604139535578859,8578.834126456839,0.143056899797721,0.6438444266553784,249.86794143817463,252.01863669176572,1.393447500760438,6.164704995077164,0.5901639344262295,0.9774590163934426,0.010245901639344262,0.012295081967213115,0.9959016393442623,0.004098360655737705,0,0.06967213114754098
Normal,6.40800217143502,0.8073778199214562,8862.869335778192,0.0004670056005481017,0.4670249175091941,273.8115281016364,273.8129618801845,1.0752267759736949,5.296272813009788,0.5758564437194127,0.9690048939641109,0.021207177814029365,0.009787928221859706,1,0,0,0.10603588907014681
Normal,9.603121904356014,0.7027877710633359,10267.112447377798,0.15874403332536285,0.5087440418633254,422.9305508909999,422.9335201688715,4.523372134646854,6.653035550504117,0.16891891891891891,0.9594594594594594,0.02364864864864865,0.016891891891891893,1,0,0,0.16554054054054054
Normal,12.936136175713235,1.8735765501510264,10052.30079597774,0.2109185206917765,0.35520676933142536,553.2298232209101,553.2318624465482,0.1982910439475783,3.5848718629912266,0.10440835266821345,0.8306264501160093,0.14153132250580047,0.027842227378190254,0.8863109048723898,0.1136890951276102,0,0.20417633410672853
Normal,6.130903692075484,0.5130287068230766,2345.1128822575693,0.22432070705232704,0.5543375811166509,253.45264435380432,253.45525238421976,0.3206187624605898,2.3216764636846254,0.5074183976261127,1,0,0,1,0,0,0.05341246290801187
Normal,5.22074263092689,0.32461499920780795,7941.998902209052,0.07134550378240388,0.7286544962175961,212.7372873668013,212.73880272240476,0.5447461358432112,3.5558751599542027,0.4793103448275862,1,0,0,1,0,0,0
Normal,2.7386106018862884,0.15168201880334517,7789.964923370636,0.200692457014376,0.36645822278014173,112.67098306535601,113.42677433941816,0.3247278161951013,1.303721824852196,0.36936936936936937,0.9747747747747748,0.025225225225225224,0,0.9981981981981982,0.0018018018018018018,0,0
Normal,7.743134581474411,1.8861405299260066,9587.123040364584,0.017098039388656616,0.2629019606113434,368.1614897855123,368.1644194730123,0.0869781494140625,0.9070937093098959,0.22666666666666666,0.7733333333333333,0.16,0.06666666666666667,0.9066666666666666,0.09333333333333334,0,0.12666666666666668
Normal,5.5171561868162255,0.9122361036447378,8911.02199310782,0.009095575276885773,0.46284775677775836,243.59403202462988,243.59556589243093,0.0946151440472295,5.546372871332352,0.41361256544502617,0.9738219895287958,0.015706806282722512,0.010471204188481676,1,0,0,0.07504363001745201
Normal,3.357333378562764,0.18675586852160367,7981.096532373185,0.14378714645888244,0.45540187733706944,139.2381516421483,139.2406414615534,1.4544504830249645,4.841862232759384,0.29178470254957506,0.9943342776203966,0.0056657223796034,0,1,0,0,0
Normal,4.621847285546138,0.5795101986991035,8921.451110980803,0.09582937231790661,0.3801929097252685,188.58842637852763,188.59045618510962,5.351900660138207,8.734680739616412,0.13625866050808313,0.9468822170900693,0.023094688221709007,0.03002309468822171,1,0,0,0.03233256351039261
Normal,11.63580031930769,2.1882409800808302,10711.739246921468,0.326685629369601,0.4552226921882771,517.6684409960495,517.6700746507893,0.9992651957118378,1.760739124397363,0.379182156133829,0.8810408921933085,0.05762081784386617,0.06133828996282528,1,0,0,0.12453531598513011
Normal,7.30892405638173,0.6513151437044143,8832.95442898474,0.15008246304461517,0.3483599045566309,291.4977754907816,291.50051351648256,3.7223006869402258,4.16314335998345,0.3395638629283489,1,0,0,1,0,0,0.10903426791277258
Normal,6.679308821009297,1.8820335978553409,8935.303241723259,0.02469456357745444,0.3336928657845852,309.5127394146749,309.5142316154389,1.5595558049925722,3.632085466627759,0.35144312393887944,0.801358234295416,0.13582342954159593,0.06281833616298811,0.9439728353140917,0.05602716468590832,0,0
Normal,9.889446686671677,1.7208300805038759,10113.125518663195,0.011816993289523655,0.2562614377339681,429.2519038687812,429.2538569937812,0.14906412760416668,1.6086360677083333,0.3111111111111111,0.84,0.10222222222222223,0.057777777777777775,0.9177777777777778,0.08222222222222222,0,0.09777777777777778
Normal,5.7031766967019335,0.3280949625935588,8255.239839028814,0.30876546205128524,0.5646102386899942,234.6334455536633,236.20715930154515,3.585654228821864,3.6724219770797037,0.03832752613240418,1,0,0,1,0,0,0
Normal,6.008935074039621,0.2854712641137278,8146.806543751197,0.001403743401169777,0.6349598929624666,236.57700473070145,238.50400911136106,1.0996900038285689,3.568266608498313,0.5284090909090909,1,0,0,1,0,0,0
Normal,9.636202272520736,0.9227641179011419,9747.159223922039,0.30518548600765055,0.5655120625728514,393.6541604297917,393.65722282090667,6.585995983163654,7.031111129069577,0.4564459930313589,1,0,0,1,0,0,0.2682926829268293
Normal,6.3973468621867005,0.4128209706191178,8478.955998501713,0.1326134836837037,0.7189148535467174,252.4877381259448,252.49014608827355,0.10447078339041097,5.9876785905393834,0.5561643835616439,1,0,0,1,0,0,0.0273972602739726
Normal,6.142658492471659,0.4896957360061945,8488.041682041428,0.004509165154994505,0.6820335951224212,249.8883957940515,249.8912586808593,0.7091211573697068,4.9564952539698695,0.6221498371335505,1,0,0,1,0,0,0
Normal,5.673171116609031,0.21584460337956746,8123.369657330107,0.3337083690627449,0.7432147078603321,230.65943510963615,230.66126235755715,2.017139458606744,3.7261464204213226,0.5675675675675675,1,0,0,1,0,0,0
Normal,4.664514814621679,0.41099576742250754,8728.751049686745,0.21252249706770487,0.37684948360862364,183.12923446599987,183.73667650176708,5.123051592693237,6.828228199539553,0.28502415458937197,0.9855072463768116,0.004830917874396135,0.00966183574879227,1,0,0,0
Normal,6.743074562768232,0.5309170969306966,8831.156217614,0.047398959495583357,0.6239295717404814,270.97534326144626,270.97758536922686,2.207188353246572,4.5667271516761,0.42346938775510207,1,0,0,1,0,0,0.02295918367346939
Normal,6.5066725584559215,0.34835385357286996,8800.627216045674,0.021183174007978194,0.5040891569139611,263.0386626374008,263.0405406422085,1.9453312800480769,4.606788570045406,0.2777777777777778,1,0,0,1,0,0,0
Normal,9.386633325886018,2.073868561574321,10361.410141241355,0.17852781774079213,0.35803601206814656,444.5378339681469,444.5396350055444,1.9579701658155098,2.628926886886847,0.3442622950819672,0.8135245901639344,0.12704918032786885,0.05942622950819672,0.9180327868852459,0.08196721311475409,0,0.11475409836065574
Normal,9.990471906281536,0.5967488043261675,9637.612200364998,0.2320956752655354,0.5054929772167341,436.692449322829,436.6940076672439,2.5146533073262964,4.135948559916612,0.43617021276595747,1,0,0,1,0,0,0.24468085106382978
Normal,11.752944452498683,2.0330809239912337,10419.039449577658,0.0004357296941626785,0.3465895758480088,504.82549012420526,504.82736812901294,2.990640884790665,6.427695901984842,0.2863247863247863,0.7478632478632479,0.16666666666666666,0.08547008547008547,0.8226495726495726,0.17735042735042736,0,0.12393162393162394
Normal,6.7273016892329105,1.1884517054403982,8926.592048934011,0.1415478280096343,0.5013369019284393,299.66698521195036,299.6686498071208,9.295868844696969,11.059206875887783,0.32954545454545453,0.8920454545454546,0.09848484848484848,0.00946969696969697,0.9602272727272727,0.03977272727272727,0,0.12121212121212122
Offroad,4.576955044762426,0.40893447493900364,8490.845717075892,0.2612138189966716,0.4213258635430109,192.13831187354194,192.13970696282766,3.4042637416294643,6.389073544456846,0.2126984126984127,1,0,0,1,0,0,0.014285714285714285
Offroad,4.586121047512175,0.3398321983235288,8768.734974169549,0.040922014540388386,0.42444245210130704,185.8689961360611,185.87067343806493,1.6047595075068584,7.074362368984077,0.3473282442748092,1,0,0,1,0,0,0
Offroad,4.525705713945703,0.4023308767630241,8418.3291796875,0.1723025211266109,0.49626890744481766,179.1112955093384,179.11380667005267,5.764337158203125,7.499852992466518,0.49142857142857144,1,0,0,1,0,0,0.022857142857142857
Offroad,4.7839864929293325,0.39492631481732693,8658.671094055653,0.003823379395713269,0.44551842966363275,194.87466824968843,194.87604368982926,0.010770746986257825,8.379876221849326,0.5524256651017214,1,0,0,1,0,0,0.006259780907668232
Offroad,3.819686024267317,0.17282298872888208,8162.880859865242,0.062099378032377923,0.4519568468672205,154.13272380445855,154.44180229677255,1.3858745528990963,6.2061321457705825,0.24497991967871485,0.9919678714859438,0.008032128514056224,0,1,0,0,0.014056224899598393
Offroad,4.595360379017685,0.42524650513970197,8460.247424986466,0.07115430505379386,0.3755021311407504,196.85895781143853,196.8620148766559,1.8048910389775816,6.7384898840862775,0.34956521739130436,1,0,0,1,0,0,0
Offroad,4.485916612647126,0.24466391710134652,8571.778541263673,0.008433256039878984,0.43126791791956604,180.12450078355593,180.25230519265222,0.22768021851237327,7.63509854995581,0.327641408751334,0.9658484525080042,0.016008537886873,0.01814300960512273,0.9893276414087513,0.010672358591248666,0,0.09071504802561366
Offroad,5.178518210380057,0.4934281553313086,8435.547803073176,0.02895675786150517,0.42962453749422636,209.37401137566926,209.45104406035205,0.35997607910971413,8.524853332213846,0.49248747913188645,0.988313856427379,0.011686143572621035,0,1,0,0,0.06176961602671119
Offroad,4.760220067700579,0.3752706707931879,8801.576246700024,0.13742439990427732,0.5264224352677351,188.46634115357764,188.4680678849136,4.615871826651523,8.819686559890718,0.41453831041257366,1,0,0,1,0,0,0
Offroad,4.522661073456198,0.43362942949653194,8652.164644395085,0.14393609307690125,0.4835148873152556,185.74156667671951,185.7434815051509,3.403627615868396,6.420526774620439,0.3289760348583878,1,0,0,1,0,0,0
